('110557', ['204084', '154277'])
('20294', ['12836', '84434'])
('46363', ['53485', '65422'])
('59028', ['161313', '114073'])
('161608', ['23461', '66059'])
('129997', ['4610', '133158'])
('97944', ['141095', '12841'])
('93202', ['106683', '58221'])
('77948', ['26979', '146273'])
('1363', ['194565', '49735'])
('195692', ['21765', '77442'])
('74942', ['16388', '14568'])
('195698', ['167471', '3720'])
('47195', ['90126', '25075'])
('266664', ['69484', '92087'])
('9386', ['53766', '15299'])
('47191', ['12850', '49873'])
('8552', ['100133', '11316'])
('34542', ['119644', '7072'])
('12804', ['197790', '160193'])
('8551', ['146282', '52617'])
('15275', ['16077', '42833'])
('65898', ['218202', '147055'])
('8005', ['18219', '3259'])
('78865', ['27881', '19391'])
('8559', ['24883', '145111'])
('65893', ['71987', '16272'])
('111688', ['121016', '7692'])
('72734', ['8879', '16382'])
('72735', ['70759', '262425'])
('123024', ['128864', '166906'])
('791', ['14861', '156608'])
('123026', ['102999', '12850'])
('25258', ['205696', '17573'])
('131055', ['43047', '49310'])
('194929', ['70563', '18987'])
('185563', ['181547', '5430'])
('151427', ['70279', '168301'])
('35945', ['59152', '217851'])
('50396', ['13262', '79140'])
('35764', ['11284', '52912'])
('145933', ['88653', '54219'])
('50937', ['99641', '106683'])
('103946', ['90156', '24883'])
('150391', ['120123', '142205'])
('1866', ['66880', '169401'])
('16077', ['51616', '102999'])
('224435', ['50255', '256850'])
('52865', ['25075', '6725'])
('177795', ['114073', '137128'])
('131114', ['85707', '105096'])
('131119', ['2437', '18219'])
('129414', ['21517', '5729'])
('10898', ['67655', '244498'])
('60916', ['183545', '3720'])
('26576', ['16476', '129939'])
('138332', ['138582', '71197'])
('107883', ['74652', '116650'])
('110488', ['68763', '186264'])
('218963', ['108005', '11753'])
('50648', ['42155', '19751'])
('66774', ['46275', '58222'])
('94586', ['69825', '53184'])
('218964', ['207934', '16004'])
('110952', ['143227', '18714'])
('218969', ['191463', '6377'])
('145685', ['33335', '238506'])
('50644', ['18077', '16388'])
('182583', ['47231', '156608'])
('65270', ['225243', '186811'])
('127708', ['94610', '15506'])
('213208', ['215795', '201124'])
('61209', ['52865', '121829'])
('119460', ['90084', '52487'])
('119463', ['84691', '165640'])
('42242', ['240401', '79882'])
('73063', ['169265', '120104'])
('114476', ['5042', '110667'])
('114471', ['13639', '15299'])
('2318', ['92087', '256'])
('4735', ['51483', '16272'])
('81241', ['66900', '90962'])
('81242', ['24587', '171334'])
('209456', ['72214', '4325'])
('74497', ['40980', '4824'])
('104284', ['165678', '69958'])
('201124', ['70560', '213208'])
('198865', ['260851', '108005'])
('159100', ['7115', '191471'])
('224937', ['136508', '1806'])
('100943', ['32654', '51616'])
('4651', ['18756', '115960'])
('94338', ['140021', '58221'])
('17382', ['88653', '23692'])
('41835', ['53289', '201194'])
('52396', ['143227', '414'])
('13549', ['158125', '11284'])
('57612', ['142486', '93573'])
('57613', ['9874', '16476'])
('43697', ['13748', '73221'])
('19576', ['225301', '108060'])
('220237', ['92087', '37872'])
('16382', ['8879', '5701'])
('19573', ['194754', '9812'])
('16384', ['94158', '111156'])
('16388', ['19751', '51126'])
('101016', ['159898', '65985'])
('11766', ['131321', '140838'])
('243450', ['150168', '131954'])
('101540', ['85416', '188061'])
('52645', ['121455', '100208'])
('52130', ['26422', '12299'])
('122962', ['66618', '63276'])
('64058', ['90084', '2318'])
('90793', ['8126', '254079'])
('53128', ['7049', '135030'])
('69675', ['6799', '54034'])
('74237', ['5840', '45524'])
('248134', ['198180', '89171'])
('113178', ['77593', '256'])
('36335', ['5840', '11159'])
('118330', ['112679', '17922'])
('200527', ['97416', '97417'])
('85438', ['120121', '17387'])
('99672', ['59152', '126351'])
('80112', ['22229', '131119'])
('85431', ['129116', '258948'])
('21928', ['97879', '64373'])
('45664', ['44648', '166228'])
('20523', ['97450', '155281'])
('134160', ['71874', '42280'])
('108468', ['7049', '70365'])
('161073', ['202368', '103959'])
('260075', ['92396', '60323'])
('218370', ['163753', '27694'])
('54479', ['121086', '33742'])
('16927', ['54412', '50065'])
('80374', ['15506', '131114'])
('44648', ['10542', '126530'])
('7264', ['18219', '66330'])
('133746', ['5840', '110531'])
('6204', ['11577', '8378'])
('54423', ['16077', '218969'])
('6200', ['215795', '88653'])
('54427', ['186704', '64491'])
('200687', ['232782', '191463'])
('54428', ['250838', '58757'])
('54429', ['77909', '13165'])
('14015', ['96932', '44610'])
('161471', ['51453', '5840'])
('59616', ['100943', '16384'])
('15713', ['169300', '162275'])
('48781', ['163796', '15455'])
('53513', ['164428', '141723'])
('10562', ['20322', '167471'])
('29363', ['103946', '258838'])
('107711', ['250690', '52546'])
('107713', ['218969', '80374'])
('57879', ['89922', '14092'])
('123567', ['14502', '147851'])
('113799', ['6553', '84434'])
('21434', ['104542', '100943'])
('206012', ['207010', '20049'])
('24150', ['13165', '114471'])
('19151', ['260467', '212572'])
('24158', ['151382', '39255'])
('51062', ['10165', '170115'])
('208617', ['112840', '18388'])
('176204', ['49735', '16319'])
('112221', ['162033', '15071'])
('67587', ['166906', '28731'])
('17976', ['18145', '231333'])
('83291', ['155281', '88214'])
('115799', ['136837', '68739'])
('74832', ['42220', '49735'])
('59924', ['14502', '16388'])
('143683', ['11753', '219991'])
('59926', ['10829', '179681'])
('179983', ['131114', '89171'])
('128901', ['94276', '60830'])
('7141', ['16384', '183522'])
('181757', ['83472', '50456'])
('202381', ['136508', '65985'])
('7676', ['127708', '10247'])
('95011', ['215795', '156846'])
('171098', ['162452', '172874'])
('68052', ['123455', '100701'])
('95017', ['92977', '17487'])
('142486', ['3720', '51616'])
('160079', ['2702', '202457'])
('157251', ['18388', '180127'])
('68354', ['84183', '160193'])
('68605', ['70488', '53184'])
('142373', ['71613', '100014'])
('136843', ['37541', '59312'])
('142374', ['54252', '27489'])
('1751', ['94783', '151382'])
('119191', ['13637', '68909'])
('29587', ['221039', '414'])
('67367', ['39607', '26422'])
('67366', ['115878', '105142'])
('67368', ['74032', '34462'])
('8721', ['187231', '91048'])
('24520', ['220237', '9523'])
('86189', ['94158', '43440'])
('50096', ['51616', '49701'])
('50095', ['163796', '92396'])
('52261', ['44233', '54266'])
('86182', ['192085', '44648'])
('142814', ['26029', '6377'])
('179495', ['163796', '88653'])
('11169', ['104925', '88214'])
('110311', ['123194', '78287'])
('14404', ['82298', '155687'])
('47698', ['44648', '83472'])
('66185', ['94469', '24883'])
('126285', ['125616', '77909'])
('109842', ['152939', '33887'])
('94490', ['46600', '189219'])
('94496', ['32998', '21485'])
('79714', ['5434', '117543'])
('94946', ['139738', '4072'])
('164182', ['210155', '183545'])
('50896', ['20901', '50815'])
('13837', ['21446', '20556'])
('88151', ['205696', '17573'])
('77575', ['49873', '97665'])
('114268', ['53122', '105142'])
('188186', ['152153', '75669'])
('114265', ['147054', '100943'])
('234085', ['50644', '52396'])
('234084', ['94443', '176403'])
('28185', ['113799', '44233'])
('53139', ['9425', '15166'])
('229333', ['68260', '184352'])
('111231', ['20322', '121086'])
('144433', ['5840', '67376'])
('72382', ['180059', '3720'])
('88969', ['154310', '79534'])
('111238', ['131984', '49735'])
('225301', ['27489', '64779'])
('130475', ['160611', '168018'])
('50850', ['60904', '4521'])
('96090', ['66900', '167471'])
('10481', ['197790', '160193'])
('11577', ['49916', '15506'])
('126866', ['46275', '186918'])
('13877', ['77320', '11169'])
('126863', ['15299', '140838'])
('84177', ['103900', '26175'])
('253431', ['194754', '66900'])
('87975', ['3720', '43047'])
('109262', ['67245', '20556'])
('155622', ['185517', '16382'])
('78698', ['5214', '2439'])
('236624', ['9466', '128864'])
('131875', ['135030', '254557'])
('241669', ['113355', '161502'])
('82183', ['36663', '45739'])
('82186', ['90100', '72312'])
('244498', ['235012', '168714'])
('95232', ['80632', '5333'])
('130654', ['220970', '65732'])
('128864', ['161313', '17387'])
('62140', ['63392', '147610'])
('147706', ['134663', '46471'])
('53474', ['7517', '11284'])
('74110', ['105976', '132597'])
('82233', ['116191', '93137'])
('166124', ['144433', '60904'])
('140549', ['131052', '8033'])
('62141', ['63154', '17390'])
('242581', ['238443', '239012'])
('73382', ['16388', '11753'])
('112296', ['71982', '67174'])
('56139', ['63825', '230266'])
('104947', ['46100', '57119'])
('99980', ['92977', '54298'])
('104498', ['10247', '14568'])
('69884', ['130760', '70704'])
('195528', ['68763', '186264'])
('64877', ['114073', '38508'])
('198805', ['18935', '38371'])
('80583', ['4031', '51616'])
('16240', ['71049', '18987'])
('97328', ['227817', '42556'])
('97329', ['50881', '53929'])
('259057', ['247026', '58222'])
('124103', ['89866', '21928'])
('120135', ['133790', '116650'])
('120134', ['51932', '163796'])
('153704', ['21485', '44453'])
('100002', ['191463', '165823'])
('119854', ['24883', '81005'])
('26663', ['248839', '152884'])
('119857', ['83219', '3259'])
('104720', ['120177', '50114'])
('63050', ['192085', '53738'])
('63052', ['13639', '154277'])
('128289', ['131984', '233510'])
('106089', ['10207', '12061'])
('101180', ['45038', '22217'])
('121687', ['69557', '161393'])
('49577', ['92977', '96977'])
('135682', ['121086', '4493'])
('52675', ['178733', '160193'])
('3698', ['16384', '32654'])
('141441', ['97417', '8172'])
('141111', ['23365', '101622'])
('79465', ['216038', '92396'])
('67326', ['205696', '224435'])
('84113', ['42155', '4020'])
('84112', ['4495', '218736'])
('153832', ['77593', '89171'])
('64937', ['88996', '124605'])
('167296', ['244817', '185767'])
('153837', ['3720', '9466'])
('81981', ['154277', '70431'])
('202559', ['2318', '219895'])
('125416', ['155687', '19391'])
('133685', ['131114', '162166'])
('128132', ['142814', '26029'])
('42808', ['69121', '6380'])
('22800', ['84534', '120177'])
('46878', ['120177', '51011'])
('160248', ['20901', '113354'])
('49310', ['18219', '2437'])
('160246', ['10586', '50868'])
('190321', ['246107', '11075'])
('46874', ['31318', '97693'])
('94160', ['44648', '17970'])
('106384', ['17957', '98295'])
('138505', ['149380', '44690'])
('116117', ['162912', '63637'])
('116119', ['204948', '157533'])
('249517', ['157198', '257119'])
('208546', ['220237', '188014'])
('90673', ['58221', '111156'])
('90672', ['13475', '80182'])
('90677', ['16388', '71525'])
('53721', ['49476', '96818'])
('70657', ['50462', '44648'])
('102547', ['117986', '96838'])
('2694', ['12672', '1153'])
('167471', ['204349', '21478'])
('249549', ['249657', '179681'])
('163578', ['18311', '104330'])
('14876', ['44233', '32654'])
('71299', ['160193', '73082'])
('112941', ['83636', '180640'])
('265367', ['242684', '79513'])
('71831', ['90762', '90734'])
('71525', ['90677', '71203'])
('78385', ['3453', '103959'])
('176698', ['183545', '169300'])
('71520', ['16512', '102053'])
('62897', ['180127', '176320'])
('189148', ['116389', '209223'])
('68296', ['58678', '7517'])
('116667', ['113354', '116650'])
('182297', ['58757', '72702'])
('157399', ['66900', '68763'])
('68298', ['160193', '215795'])
('217401', ['92977', '53231'])
('13062', ['13195', '8032'])
('237045', ['33245', '135256'])
('134882', ['89171', '50644'])
('175524', ['196212', '186918'])
('134886', ['74652', '53289'])
('134887', ['17574', '53245'])
('106654', ['8449', '173844'])
('13068', ['22218', '180207'])
('44255', ['12906', '11284'])
('188976', ['21446', '101152'])
('188971', ['6853', '414'])
('44251', ['16388', '154277'])
('113894', ['82298', '21485'])
('83466', ['177795', '114073'])
('83465', ['51126', '18987'])
('102094', ['113654', '63985'])
('123951', ['129120', '96932'])
('133358', ['20602', '46275'])
('89978', ['62066', '147040'])
('18714', ['43820', '202368'])
('89977', ['38755', '114471'])
('54187', ['69958', '132641'])
('71746', ['16388', '202368'])
('18712', ['117986', '103664'])
('54182', ['204260', '11753'])
('41576', ['85442', '87584'])
('17839', ['14923', '142343'])
('20265', ['60777', '40573'])
('48046', ['52487', '40980'])
('48041', ['114471', '100943'])
('80759', ['138477', '258761'])
('62095', ['5729', '7862'])
('62092', ['15189', '128253'])
('20269', ['8879', '131114'])
('20268', ['158459', '77931'])
('129423', ['51126', '45204'])
('156626', ['161313', '3720'])
('137853', ['14923', '16610'])
('137855', ['110557', '261374'])
('137858', ['67191', '85656'])
('137676', ['215795', '131114'])
('74122', ['21460', '8449'])
('68833', ['137079', '59269'])
('136101', ['1788', '16476'])
('68838', ['154310', '139599'])
('23041', ['67149', '64373'])
('93339', ['43936', '92396'])
('183093', ['141135', '112063'])
('59552', ['58222', '116650'])
('77619', ['72148', '184013'])
('59559', ['5042', '121187'])
('97922', ['206469', '159898'])
('97926', ['9755', '50644'])
('78652', ['80726', '74032'])
('258951', ['72888', '211170'])
('219895', ['145111', '2318'])
('233619', ['102069', '18984'])
('174693', ['59169', '189219'])
('7195', ['161160', '143454'])
('82418', ['11559', '118366'])
('72714', ['110557', '16077'])
('76210', ['94235', '18095'])
('72240', ['146270', '69116'])
('72249', ['22464', '116650'])
('177806', ['65113', '15455'])
('131681', ['2342', '53245'])
('108316', ['46334', '15166'])
('123686', ['23365', '106125'])
('131685', ['198918', '54308'])
('15299', ['10182', '38755'])
('127198', ['164720', '228813'])
('8020', ['123402', '12293'])
('88550', ['2873', '2439'])
('8026', ['46228', '85731'])
('12821', ['120121', '17387'])
('50400', ['7517', '64779'])
('154911', ['70264', '158388'])
('95204', ['24883', '152921'])
('123041', ['94488', '47463'])
('119037', ['46901', '13639'])
('26638', ['71264', '100162'])
('26639', ['141380', '138376'])
('126672', ['161868', '48582'])
('126671', ['127708', '145111'])
('35920', ['18714', '69279'])
('145914', ['912', '121501'])
('17612', ['45664', '68605'])
('65079', ['24790', '261374'])
('103969', ['161431', '4610'])
('150379', ['3720', '145111'])
('55322', ['2318', '92087'])
('150375', ['52790', '79534'])
('41662', ['126873', '101152'])
('52801', ['53589', '116438'])
('52806', ['79513', '125015'])
('22391', ['53926', '20602'])
('13991', ['22753', '42155'])
('13996', ['121825', '9987'])
('50666', ['90129', '94469'])
('4285', ['100701', '13423'])
('154876', ['104057', '160193'])
('60930', ['149365', '161313'])
('28644', ['85707', '222750'])
('179681', ['15051', '58375'])
('218944', ['157251', '198730'])
('126494', ['20322', '13794'])
('42904', ['160193', '14913'])
('75523', ['104925', '7072'])
('155478', ['136508', '189148'])
('65211', ['66047', '71236'])
('189393', ['14303', '163796'])
('65216', ['13697', '53407'])
('77741', ['226685', '233060'])
('119449', ['105142', '113355'])
('386', ['140021', '73435'])
('209435', ['132684', '8879'])
('249684', ['119644', '161494'])
('119445', ['230479', '42155'])
('10427', ['36663', '84534'])
('213222', ['157198', '223811'])
('4751', ['126393', '116650'])
('13664', ['24587', '50172'])
('43451', ['78687', '71049'])
('58732', ['58222', '91257'])
('170466', ['188014', '111889'])
('55637', ['41017', '138582'])
('16016', ['218370', '26063'])
('11292', ['3720', '22058'])
('5878', ['16077', '33742'])
('96405', ['79952', '2321'])
('116327', ['17955', '177575'])
('98116', ['207927', '12217'])
('98117', ['18893', '181596'])
('75293', ['109757', '20298'])
('56679', ['8879', '11910'])
('98111', ['69044', '16077'])
('120091', ['49476', '16476'])
('100929', ['5513', '90129'])
('90801', ['10410', '19521'])
('57185', ['16077', '7822'])
('185705', ['145111', '183522'])
('185704', ['160168', '247049'])
('101034', ['7219', '14990'])
('58094', ['26931', '52463'])
('11747', ['23603', '4031'])
('185461', ['42062', '54567'])
('181142', ['163796', '88653'])
('93348', ['21446', '46275'])
('181140', ['194943', '22864'])
('121948', ['215795', '154473'])
('93343', ['80519', '142651'])
('20892', ['100832', '19027'])
('20725', ['104925', '143536'])
('20728', ['112063', '52069'])
('52110', ['69410', '158363'])
('4811', ['58221', '160193'])
('13298', ['15228', '11790'])
('13299', ['21478', '11816'])
('160502', ['24695', '3597'])
